hypothesis,premise,s1,s2,label,contradiction_severity_score,reviewer1_label,reviewer1_score,reviewer2_label,reviewer2_score,reviewer3_label,reviewer3_score,annotator_agreement
the proposed time-series mil problem formulation makes sense .,however i am doubtful whether it s appropriate to use lstm to model the relations among instances .,negative,positive,0,0,0,0,0,1,0,-1,FALSE
the proposed work provides evaluation only on a few 10-12 sample images in the main paper and supplementary .,also the network is well validated by discussion section and insensitive to the parameters .,positive,negative,0,-1,0,-1,0,-3,0,0,FALSE
the qualitative results are too few for the reader to make an informed assessment of the model this is a consequence of limited space but nevertheless a problem .,strengths - the ablation study shows the contribution of the different components well .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the quality of the paper writing could be improved .,- the paper is well-written and organized .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the quality of writing of the paper is also not very high .,the paper is exceptionally clear and should be accepted in my opinion i have only very minor comments .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the random graph experiments table 3 show the effect of good structure in gcn but i felt that it is not enough to demonstrate an improvement by gcns .,the results are very good .,positive,negative,0,-1,0,-1,0,-2,0,1,FALSE
the rate-distortion view of the objective is not well-justified .,generally i found the idea interesting and at a high level the deficiency of entropy regularization makes sense .,positive,negative,0,-1,0,-1,0,-2,0,-2,FALSE
the related work section is complete and well documented .,2 .insufficient comparisons a .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the remaining problem i see is that the results are just not that compelling and the experiments do not test any other graph neural network architectures .,the experimental results are encouraging and the method notably outperforms the regular transformer as well as the tree2tree lstm introduced by chen et al on larger datasets .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the results are convincing .,-- -this paper presents some original results in terms of giving a different spin on the routing algorithms for capsnets but it does not provide compelling arguments as to why this might be happening .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the results are interesting and informative .,the experiments are insufficient .,negative,positive,0,-1,0,-1,0,1,0,-2,FALSE
the results are presented in a clear and coherent fashion .,however my main criticism of the paper is that the presentation is very esoteric .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the results are presented in a clear and coherent fashion .,the is clear already in the introduction where the authors fail to explain some of the basic notation that is central to the remaining of the paper see 1 - 3 below .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the results are presented in a clear and coherent fashion .,this continues throughout the paper making it hard to read for non-experts in the field see e.g .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the results in the paper are theoretical yet quite significant .,insights are not provided on what assumptions make the loss surface well behaved in terms of not having poor local minima .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the results look great and i always appreciate a good ablation study which the authors did and with such great graphs to visualize the additional contributions for each technique fig 3 .,- some natural ablation studies are missing e.g .how does scratchgan do if you do pretrain,negative,positive,1,5,1,5,1,5,1,5,TRUE
the results look great both qualitatively and quantitatively .,so i would like to see the inference time peak memory consumption and the model size .,negative,positive,0,-1,0,-1,0,-3,0,-2,FALSE
the results on mnist in fig .5 and fig .6 are not too convincing as simpler attacks that generate arguably more realistic images like translations and rotations 1 or l1 l2 attacks 2 since the networks are trained for l inf robustness can also degrade accuracy .,i feel although the approach is straightforward the authors have done a good job in motivating the method and have demonstrated its advantages via a good cohort of experiments .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the reviewer found it hard to understand the core ideas of the paper and follow the mathematical derivations .,i thought the paper was well written the text is clear and well reasoned and it feels the authors have put effort into making polished visualizations diagrams and figures .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the rnn approach is novel to this setting if somewhat incremental .,other than that the paper has limited technical innovations the pooling functions were proposed earlier and their integration with mil was widely studied before as cited by the authors the attention mechanisms are also proposed by others .,negative,positive,0,0,0,0,0,1,0,2,FALSE
the sample complexity bound for spectral k-support norm-regularization in section 5.2 seems to be new and interesting but it is unclear what advantages this particular norm has over other existing norms in terms of estimation quality .,overall the paper looks accurate but lacks novelty .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the simulation results are also convincing .,overall this is a poorly written paper with no major technical contribution or novelty and does not seem to provide any theoretical insights on the effectiveness of bn or relus .,negative,positive,0,0,0,0,0,1,0,1,FALSE
the stirling approximation is an elegant solution .,- some of the assumptions made are not well justified .,negative,positive,0,0,0,0,0,1,0,1,FALSE
the streaming tensor decomposition presented in the paper can be of great practical utility .,weaknesses - i found the application to differential privacy unconvincing see comments below - experimental validation was a bit light and felt preliminary recommendation i think this paper should be accepted into the nips program on the basis of the online algorithm and analysis .,negative,positive,0,-1,0,-1,0,-3,0,0,FALSE
the technical content of the paper seems sound but its ideas are not particularly novel .,overall this is a fascinating paper that applies sequential generative models to learn deep representations of 3d structures in an unsupervised manner .,positive,negative,1,5,1,5,1,5,1,5,TRUE
the technical content of the paper seems sound but its ideas are not particularly novel .,the proposed learning framework that supports both 3d volumes and 2d images is also novel afaik .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the technical content of the paper seems sound but its ideas are not particularly novel .,a highly original and inspiring work .,positive,negative,1,5,1,5,1,5,1,5,TRUE
the technical contributions of this paper are well-explained and appear correct .,it does not seem to relate to the actual entropy of the max-entropy distribution so it was not clear to me the result was impressive or not .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the technical contributions seem worthwhile since 1 and 2 may result in better speed while 3 may improve accuracy .,section 2 the motivation of the non-linearity is not clear .,negative,positive,0,0,0,0,0,1,0,1,FALSE
the technical development in sec 3 makes sense and the evaluation in sec 4 demonstrates that the approach is valid .,one clear limitation of this method is that the support set of the distribution that mesa models must be small .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the technical quality of the paper is of high standard i did not observe any problems on this front .,however following problems exist in this paper 1 there is no convergence guarantee for the algorithm .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the theoretical result mainly based on the empirical process theory seems to be correct to the best of my ability to check .,in the present state i think that it is quite hard to read due to the lack of many details not completely honest on some aspects and both theorems are unnecessarily way too technical .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the theoretical results are claimed without clear explanations .,- the established results are strong and profound making them of particular interest on such a hot topic as generative models .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the theoretical results are substantial technically speaking .,while the main topic of the paper seems to be important and interesting i was not impressed with the presented results .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the theory introduces a novel notion of complexity the so-called uniform shattering dimension .,in other words i would say theorem 3 does not contain any significant novel ideas .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the title is confusing .,the clarity of the paper is good .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the trick use to compose the latent variables is not novel and considering that variational ib is also available the paper lacks overall novelty .,i like the proposed model and the fact that it is possible to learn a bijection between the latent variables and actions is cute .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the trick use to compose the latent variables is not novel and considering that variational ib is also available the paper lacks overall novelty .,overall i like the technical contribution of the paper .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the usage of this approximation in variational methods and specifically on ising models however is not quite clear to be useful since it depends on the constants in the asymptotic notation which are not clear .,the technical contributions of this paper are well-explained and appear correct .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
the way that this paper addresses the td learning problem see more detail below does not fit it into the state of the art of td learning analysis .,overall the paper made significant contribution to both the reinforcement learning community and optimization community .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the way that this paper addresses the td learning problem see more detail below does not fit it into the state of the art of td learning analysis .,in sum this is an interesting work to exploit the advanced optimization technique for reinforcement learning problem .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the way the adaptation of this approach is done for the matting application is not clear - in particular in line 121 it is said that the first term of eq .4 is dropped .,5 .the details are well clarified and the method can be reproduced according to this paper .,positive,negative,0,-1,0,-1,0,0,0,1,FALSE
the way this article is structured it has a lot of big blocks of text with not paragraph this does n't help comprehension .,the work is well motivated and clearly presented .,positive,negative,1,5,1,5,1,5,1,5,TRUE
the whole paper is well organized and readers can easily follow this paper .,while the formula below line 137 explains why the condition in line 130 is useful and lines 138-140 explain from where the expression for beta t comes from though it is a bit confusing explanation it is not at all clear how to construct such a function .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the whole section 3.4 is confusing and it feels as if it is there to fill up space .,i find the contributions significant well described and the intuition behind them is conveyed convincingly .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the whole section 3.4 is confusing and it feels as if it is there to fill up space .,descriptions of both generator and discriminator for street scenes section 3.4 are sufficiently clear although i would like to see a more detailed description of the training process how many iterations for each learning rate etc,positive,negative,1,5,1,5,1,5,1,5,TRUE
the whole section 3.4 is confusing and it feels as if it is there to fill up space .,the presentation is not too hard to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the work could be strengthened by streamlining the mathematical notation and conceptual flow in sections 2 and 3 .,the paper is mostly clearly written and easy to follow and the results support the authors ' claim still running language modeling experiments on datasets at least an order of magnitude larger would significantly strengthen the paper .,positive,negative,0,-1,0,-1,0,-3,0,-3,FALSE
the work is explained clearly and in sufficient in detail .,one of my concerns is that the algorithm for multiplication of psdds is not very well-described and in particular there are lines in the middle of the algorithm that are unclear .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the work is explained clearly and in sufficient in detail .,the quality of writing of the paper is also not very high .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the work is explained clearly and in sufficient in detail .,the only drawback of the manuscript is that it is not self- contained and requires background reading to intuitively understand because the example figures are not explained in detailed and because some preliminaries are not given .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the work is mostly well-presented but there are some details lacking e.g .i can not find the details of the independence test that is used perhaps this is standard for those in the area but i am not so familiar with it .,i think this is promising work and reasonable results have been produced but i judge that for publication in nips we need a fuller account of why when this method should work .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the writeup is exceptionally clear and well organized -- full marks,however there are some parts that require clarification e.g .the paper does not explicitly state what is the standard kernel .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the writing is clear .,- the general narrative of this paper is misleading .,negative,positive,0,-1,0,-1,0,-2,0,1,FALSE
the writing of the paper was pretty hard to follow for me with a lot of notations that are not defined clearly .,in general i think the paper is well-organized .,positive,negative,0,-1,0,-1,0,-2,0,-2,FALSE
the writing of this paper needs to be greatly improved .,the paper reads very well .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the writing style needs polishing .,clarity the paper is well-written and easy to follow .,positive,negative,1,5,1,5,1,5,1,5,TRUE
theorem 3 and corollary 4 are not well explained .,quality and clarity the paper provides both theoretical justifications as well as real-world examples to demonstrate the utility of the proposed method .,positive,negative,1,5,1,5,1,5,1,5,TRUE
theoretical analysis and numerical experiments are solid .,however even if the theoretical analysis is complete the impact of the results as well as the numerical experiments are not convincing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
theoretical analysis and numerical experiments are solid .,- the numerical analysis is not consistent with the theoretical results it uses minibatch size of 1 instead of n 2 3 starting point too close to the optimal point .,negative,positive,1,4,1,4,1,4,1,4,TRUE
there are a few assumptions in the model that seem reasonable .,the main weakness in the algorithm is the handling of the discretization .,negative,positive,0,-1,0,-1,0,1,0,-2,FALSE
there are great many analyses of stochastic gradient descent .,however the experiment section is rather weak it is from 1 but did n't compare with the method in 1 .,negative,positive,0,0,0,0,0,0,0,0,TRUE
there are many references missing .,related work is covered in a sufficient manner .,positive,negative,0,0,0,0,0,-1,0,2,FALSE
there are typos all over the text .,the paper is clearly written .,positive,negative,1,5,1,5,1,5,1,5,TRUE
there do not appear to be any technical errors in terms of how the model is presented trained .,this assumption is not well motivated by the authors and strongly influences and limits the approach .,negative,positive,1,4,1,4,1,4,1,4,TRUE
there is also no analysis which places the burden on the numerical experiments to demonstrate something interesting and the experiments seem sparse and small-scale .,2 the interesting and highlight part of the paper is that it studies many different factors and aspects including the influence of batch size learning rate regularization moment denoising etc .,positive,negative,1,4,1,4,1,4,1,4,TRUE
there is insufficient evidence to prove the generality of the proposed metric .,the good what the paper does well is to gather together past work on novelty generation and propose a unified framework in which to evaluate past and future models .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
there is no comparison with gnn models such as 2 .,2 .the authors carefully discuss the difference between this submission and concurrent work information maximizing graph network or existing work deep graph infomax which helps a lot for the reader to understand the literature better .,positive,negative,1,5,1,5,1,5,1,5,TRUE
there is no theoretical justification of why mfa outperforms fv on transfer learning form object level to holistic scene descriptor .,the analysis on how different factors the effect of covariance statistics multi-scale depth modeling task vs. dataset transferability affect classification performance and the added discussions provides an insight of why the proposed methods actually work .,positive,negative,1,5,1,5,1,5,1,5,TRUE
there 's a lot of part of this article that i find hard to understand .,the work is well motivated and clearly presented .,positive,negative,1,5,1,5,1,5,1,5,TRUE
there were certain points which warranted some further clarification .,overall the paper is well written .,positive,negative,0,0,0,0,0,-2,0,2,FALSE
therefore it is not clear exactly how useful the algorithm is as it is presented .,overall i think the paper is well-written and clearly organized .,positive,negative,0,-1,0,-1,0,1,0,1,FALSE
these lead two simple but efficient algorithms for the joint m-best diverse problem which lead to better performance over those considered competitors in terms of runtime and result quality.- in the title it would be better to make clear the scope of the paper which is m-best diverse labelings for binary submodular energies .,the paper is generally well written .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
these look like sound ideas and would be generally applicable for autoencoders in any domain .,the biggest disadvantage of the model seems to be that the method is tailored to spiking neuron model .,negative,positive,1,5,1,5,1,5,1,5,TRUE
these were interesting to discover for me as a reader and the proofs all seem sound .,please improve the analysis to make it technically sound and rigorous .,negative,positive,1,4,1,4,1,4,1,4,TRUE
they make sense for information retrieval but in my experience they rarely make sense for anomaly detection applications .,2 .the metrics are well thought out and appear to cover all aspects of time series anomaly detection .,positive,negative,1,5,1,5,1,5,1,5,TRUE
they provide no baseline and do not compare with other methods .,the paper is comprehensive including a well-motivated and novel method and reasonably solid theoretical and empirical results .,positive,negative,1,4,1,4,1,4,1,4,TRUE
they show better performance than the baselines on both synthetic and real datasets .,unfortunately no ablation study is performed so we do n't know what the individual contribution of the three proposals moving from vacuity to dissonance augmented loss and dirichlet likelihood is .,negative,positive,0,0,0,0,0,0,0,0,TRUE
third it is unclear to me why the nearest-neighbor-based regularization term is called an mrf .,- the paper is technically sound well structured and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this appears a novel aspect at least to my knowledge that is not featured in the current stochastic and adversarial mab literature .,neither the algorithm not its analysis which does not seem to contain any striking new ideas are well explained in the paper .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this appears to be a detailed carefully written and theoretically empirically supported piece of work .,i think that the paper is not written very well because it does not emphasize the intuition behind projecting to random features or other work on random features .,negative,positive,0,0,0,0,0,2,0,1,FALSE
this discrepancy of seeing different components of the data set during training and inference is not well-motivated .,the theorems algorithms and experiments are solid enough to support the whole story of this paper .,positive,negative,0,-1,0,-1,0,-3,0,0,FALSE
this does not make any sense .,the results provide excellent intuition towards the robustness of neural network optimization .,positive,negative,0,0,0,0,0,0,0,0,TRUE
this idea may not be too novel but definitely is useful .,while some results are interesting like the constrained ratio estimation interpretation of the dual some parts are unclear and of lesser relevance .,negative,positive,0,0,0,0,0,-2,0,-1,FALSE
this implies that for some noisy settings the new online and differentially private algorithms have compelling performance in spite of their having worse dependence on precision parameters than the vanilla tpm.this paper is very nicely written .,-- similarly proposition 4.1 seems out of place and confusing .,negative,positive,0,0,0,0,0,-1,0,1,FALSE
this is a great well written paper overall .,3 .the paper is written poorly .,negative,positive,1,3,1,3,1,3,1,3,TRUE
this is a great well written paper overall .,- there are many grammatically wrong and awkward expressions .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this is a great well written paper overall .,conclusion although this work shows a new application of nas for object detection my initial decision is weak reject mainly due to lack of technical novelty limited experiments and poor writing .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this is a strong paper well written and clear .,first off its not clear how the encoding model is trained on the actual data set .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this is a very interesting and well-written paper that closes the gap between theory and practice by providing a fisher- and universally consistent loss function for multiclass classification that performs empirically well in practice .,i am a bit disappointed by the experiments conducted to assess the effectiveness of the proposed approach .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this is a very nice idea that gives good performance boosts on the benchmark tasks considered .,however the analysis in section 3 is not reflected in the experiments to demonstrate the effectiveness of rml .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this is a well-written paper and i enjoyed reading it .,specifically the degree of novelty on offer seems minimal and the empirical results are underwhelming .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this is a well-written paper especially the introduction with fairly extensive experimentation section .,clarity the notation is described well but it 's not terribly intuitive the query embedding is denoted by c the history embedding by a etc .,negative,positive,0,-1,0,-1,0,1,0,1,FALSE
this is a well-written paper with a clean novel result when we fix the batchnorm parameter gamma a smaller gamma stabilizes the training better allowing a greater range of learning rates .,the paper is basically well written but the technical part has several notational problems .,negative,positive,0,-1,0,-1,0,1,0,-3,FALSE
this is an elegant intuitive algorithm that to my knowledge has not appeared in previous literature .,unfortunately the results are rather incremental for the level of nips as the result only holds for random design matrices and the paper in its current form lacks discussion of several lines of related work and experimental baselines .,negative,positive,0,0,0,0,0,0,0,0,TRUE
this is confusing because during the derivation both the score-function trick and the re-parameterization trick were applied in the proposed method .,quality the mathematical derivations are very clear and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this is critical for justifying their approach .,quality the paper is mathematically detailed and correct .,positive,negative,0,0,0,0,0,1,0,2,FALSE
this is extremely hard to parse and possibly unnecessary as b prime subscript b tilde and b tilde are the only configurations of accents and subscripts that appear .,the writing is in general clear .,positive,negative,1,5,1,5,1,5,1,5,TRUE
this is one of the weaknesses of the proposed approach hard to characterize any properties of the identification procedure because we do not have a good theory for variational autoencoders .,in general the paper is well written and the results appear sound and consistent with the existing literature .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
this is quite misleading for readers to understand the true contribution here .,clarity the paper is pretty readable .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this is the first paper to the best of my knowledge showing the efficacy of model extraction of large pretrained language models using rubbish nonsensical inputs .,this paper is technically not very novel but asks interesting questions .,negative,positive,0,0,0,0,0,-1,0,-1,FALSE
this paper addresses a very important question in a really interesting and novel way .,right now that part of the paper seems under motivated and insufficiently evaluated .,negative,positive,0,0,0,0,0,0,0,0,TRUE
this paper appears to be mostly a followup on the work of 19 learning simple auctions where techniques used to prove generalization error bounds were used to help reason about the design of mechanisms .,this paper explores an interesting new research area for learning theory .,positive,negative,0,0,0,0,0,2,0,2,FALSE
this paper extends the analysis of combinatorial multi-armed bandits cmab to nonlinear reward functions where the expected reward of any fixed superarm need not depend linearly on the individual expected rewards of the constituent arms .,this result is interesting but is unrelated in the sense that it deals with an offline problem and uses different techniques .,negative,positive,0,0,0,0,0,2,0,1,FALSE
this paper fails to convince me that it is practical to use per-image semantic information .,the results seem solid and the architecture is quite simple compared to other models on this task .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this paper fails to convince me that it is practical to use per-image semantic information .,the results are strong and it s encouraging to see a simple approach like this outperform more complex models .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this paper has made two major contributions 1 a new neural reader architecture for multi-choice qa 2 it is the first to introduce essential term selection to open-domain qa to the best of my knowledge .,there is nothing much new in the reader model quite standard approaches for mrc so i am worried about the novelty of the paper .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this paper has made two major contributions 1 a new neural reader architecture for multi-choice qa 2 it is the first to introduce essential term selection to open-domain qa to the best of my knowledge .,overall while i think it is encouraging to know that a carefully designed retrieval model can improve arc the contribution does not seem to be significant enough for iclr .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this paper has several novelties first it proposes a simpler yet as effective as previous approaches statistical adaptive stochastic approximation sasa algorithm based on a new statistical test for non-stationarity .,the line search part which appears to be the only contribution is not discussed enough in my opinion in terms of computation cost for instance to conclude i think the presented work is too close to the existing literature and that the progress made is very incremental .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this paper is a nice addition to the literature on active learning straddling the theoretical realm and the practically motivated algorithm design issues that arise when dealing with realistic oracles e.g.,in my opinion the contributions in both theoretical techniques and algorithmic ideas of the paper are quite minimal .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this paper is a nice application of learning theory to mechanism design for combinatorial auctions .,this paper appears to be mostly a followup on the work of 19 learning simple auctions where techniques used to prove generalization error bounds were used to help reason about the design of mechanisms .,negative,positive,0,-1,0,-1,0,0,0,-2,FALSE
this paper is a very nice read it is self-contained excellently written and provides interesting insights on the behavior of svgd .,one of them should be changed for consistency of writing .,negative,positive,0,0,0,0,0,-1,0,1,FALSE
this paper is not well-written .,the paper is well-written and contains different way of understanding the notion of compatibility function used in balcan 2005 .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
this paper is overall clearly written and easy to read and there is no fatal flaws .,however there are so many typos and grammatical errors in the paper that need to be corrected before the paper can be published .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this paper is rigorous and of high technical quality making significant theoretical contributions and validating these using appropriate experiments .,as a consequence of the esoteric presentation the authors fail to convince me of the broader relevance and the impact of the paper .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this paper is very clear and i find it very interesting .,4 .in the experiments the authors should specify how beta the tuning parameter for capped l1 was chosen .,negative,positive,0,0,0,0,0,2,0,1,FALSE
this paper is well motivated clearly written and has strong technical contributions .,despite the generalization the design and analysis of the algorithm appears to be very similar to the paper by chen wang yuan and wang 2016 .,negative,positive,0,0,0,0,0,-2,0,2,FALSE
this paper is well written .,the paper is not well-presented .,negative,positive,0,-2,0,-2,0,-3,0,-4,FALSE
this paper is well written and to the best of my knowledge the main ideas of this paper haar transformation and new gradient estimator using clustering are novel .,the main weakness in my view is the writeup .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this paper looks very hastily put together especially pages 7 and 8 .,since the results are far from state of the art a clean and neat presentation of the theoretical advantages and contributions is crucial .,positive,negative,0,0,0,0,0,-1,0,-2,FALSE
this paper presents a new practical approach to a field with a huge number of previous papers .,overall the technical contribution seems limited .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this paper presents a randomized method for decomposing a symmetric orthogonal tensor that is nearly low rank .,3 .there are several typos minor issues in the paper - lemma 3 it should be with probability pqr not 1 pqr - lemma 4 missing probability - lemma 8 the claim for hat b nb requires more justification - lemma 9 in the variance expression a 1 b factor is missing .,negative,positive,0,0,0,0,0,0,0,0,TRUE
this paper reads well and the results appear sound .,2 choosing 10 % triples as positive training examples seems very ad-hoc .,negative,positive,0,0,0,0,0,0,0,0,TRUE
this paper reads well with intriguing ideas that challenge the dense approach to dnns excellent thought experiments and convincing experiments .,it is at first a bit unclear what the problem is for newcomers 5 .,negative,positive,0,0,0,0,0,0,0,0,TRUE
this paper should be rejected because 1 the novelty of the main idea is marginal and 2 the performance gain over the baseline methods is also marginal .,review summary the proposed method seems simple but empirically performs well .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this paper should be rejected because 1 the novelty of the main idea is marginal and 2 the performance gain over the baseline methods is also marginal .,the paper is well written and easy to follow so we can maybe easily implement it .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this problem has real world applications in many areas including the spread of disease or technology adoption .,the specific high-level problem tackled by this paper -- -of estimating influence functions when some fraction of observations are missing -- -is relevant but not obviously a problem of huge impact .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this problem is well-motivated as there are various domains where such an inductive bias is desirable such as spatio-temporal data and images and will help especially with predictions for out-of-distribution tasks .,it seems to be solid work with not much convincing applications and somewhat incremental .,negative,positive,1,5,1,5,1,5,1,5,TRUE
this result is a nice observation for training deep linear networks .,however there are two main issues with the current paper 1- linear vs non-linear i think studying linear networks is valuable but we should be careful not to extend the results to networks with non-linear activations without enough evidence .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this seems like a major weakening of the paper 's contributions - since the unbiased estimator does not appear to work well two implementations of a corrected one are proposed using heuristic approaches without explicit theoretical guarantees .,pros - the authors consider an interesting problem of learning from complementary labels - they propose an approach that assuming that the complementary label is selected uniformly at random provides an unbiased estimate for any loss function which is an improvement over the previous work .,positive,negative,1,4,1,4,1,4,1,4,TRUE
this unification is an improvement over previous literature in which a variety of specific noise models are studied the model and analysis here make a nice contribution to the field .,unfortunately i could not determine the novelty of the techniques used as there is no clear indication in the paper of what results are new or rather simple extensions of previous results such as in nadakuditi 2014 and gavish donoho 2017 .,negative,positive,1,4,1,4,1,4,1,4,TRUE
this unified approach results in a straightforward algorithm which improves the state-of-the-art significantly .,it 's a brilliant paper that makes the following empirically backed claims a weight adaptation is a surprisingly bad choice as it gets only marginal gains over training from scratch for a range of quantity of adaptation data available .,negative,positive,0,0,0,0,0,0,0,0,TRUE
this works lacks a stronger experimental section .,the experiment shows several promising results and the experimental settings are clear and the results are convincing .,positive,negative,1,5,1,5,1,5,1,5,TRUE
though the method seems to work well in practice the underlying theory has not been fully developed in a way to resolve the hardness result of theorem 3 .,however the proposed formulation provides interesting results over real data sets .,positive,negative,0,0,0,0,0,-1,0,-1,FALSE
though this work presents an interesting algorithm and its theory the assumptions for designing the algorithm is strong for real-world applications .,the only limitation i see is that the analyzed algorithm might not be of practical use because of the discretization of the state space and the lipschitz assumption .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
thus decision-based attacks are not new although the algorithm and experiments in this paper are .,in summary this is an innovative paper proposing a new class of attacks that totally makes sense in my opinion .,positive,negative,1,4,1,4,1,4,1,4,TRUE
thus i believe that the paper is in good shape and includes enough new findings that an ml audience like neurips would appreciate .,however i find that the architectural description of the model might be somewhat lackluster -- as the equations are not always clear to someone inexperienced in gans or gats and the figures might involve too many things going on .,negative,positive,1,4,1,4,1,4,1,4,TRUE
thus i 'm not quite convinced by the perspective that the proposed layer structure is just an adaptive parameterization of the activation function .,the work is clearly presented and well motivated and the results are compelling .,positive,negative,0,-1,0,-1,0,1,0,1,FALSE
to be clear i like the visualization experiments and it gives credibility to the claim about interpretability .,almost they look similar it 's hard to say that significantly show difference .,negative,positive,0,-1,0,-1,0,1,0,-3,FALSE
to conclude i think the paper is interesting and the proposed method seems to perform well in the tested environments .,this work is an interesting improvement of vin but somehow incremental in nature as the improvement is limited to slightly changing the reward and transition representations .,negative,positive,0,-1,0,-1,0,-2,0,0,FALSE
to give a more comprehensive view the authors should have compared accuracy and run-time to the method of studer et al .2016 which they state shares similarities to the proposed method .,it offers a good background on previous work helps the reader to understand its relevance and put its results in context within the existing literature .,positive,negative,0,-1,0,-1,0,-2,0,0,FALSE
to summarize i think this paper give some empirical support for the effectiveness of is yet the theoretical side is not ready .,in my opinion the overall quality of the paper is very high .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
to the best of our knowledge this is the first algorithm for bon that can simultaneously learn the network structures and parameters from training data .,thus contribution is incremental and novelty is limited .,negative,positive,0,-1,0,-1,0,-2,0,-2,FALSE
to this end i believe that the online tensor power method algorithm 2 is the most important contribution of the paper .,i could not even figure out if this was an original result or just stating some prior tensor-unfolding-based technique does not work .,negative,positive,0,0,0,0,0,2,0,1,FALSE
trannorm is well motivated separately normalizing source and target features in a minibatch and meanwhile weighting each channel in terms of transferability .,this line of attack against the domain-adaptation problem is rather under-studied compared to other approaches .,negative,positive,1,5,1,5,1,5,1,5,TRUE
tricks used to successfully train the gan are clearly described and the experimental evaluation was of good scope covering a good selection of experiments .,first i feel that the contributions are not significant enough in comparison to the prior work of song et .al .second i feel that some of the methods and some of the writing are not too principled .,negative,positive,1,4,1,4,1,4,1,4,TRUE
tricks used to successfully train the gan are clearly described and the experimental evaluation was of good scope covering a good selection of experiments .,secondly i feel that there are many instances in the paper where the methods used are not explained in a principled way .,negative,positive,1,4,1,4,1,4,1,4,TRUE
two additional experiments would make the result a lot stronger kl power-loss and x-recon power-loss .,the evaluation is satisfactory .,positive,negative,0,0,0,0,0,0,0,0,TRUE
